demo_gender,demo_age,demo_under_30,demo_senior_citizen,demo_married,demo_dependents,demo_number_of_dependents,loc_city,loc_zip_code,loc_latitude,loc_longitude,svc_referred_a_friend,svc_number_of_referrals,svc_tenure_in_months,svc_offer,svc_phone_service,svc_avg_monthly_long_distance_charges,svc_multiple_lines,svc_internet_service,svc_internet_type,svc_avg_monthly_gb_download,svc_online_security,svc_online_backup,svc_device_protection_plan,svc_premium_tech_support,svc_streaming_tv,svc_streaming_movies,svc_streaming_music,svc_unlimited_data,svc_contract,svc_paperless_billing,svc_payment_method,svc_monthly_charge,svc_total_charges,svc_total_refunds,svc_total_extra_data_charges,svc_total_long_distance_charges,svc_total_revenue,st_satisfaction_score,st_customer_status,churn_flag,st_cltv,st_churn_category,st_churn_reason,zip_population
Female,73,No,Yes,No,No,0,Lakewood,90712,33.840524,-118.148403,No,0,46,No offer,Yes,6.13,No,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,95.25,4424.2,0.0,0,281.98,4706.18,2,Churned,1,3180,Competitor,Competitor had better devices,30173
Female,70,No,Yes,Yes,No,0,Fulton,95439,38.493888,-122.777141,Yes,1,68,Offer A,Yes,24.13,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.6,6127.6,0.0,0,1640.84,7768.4400000000005,1,Churned,1,5651,Competitor,Competitor had better devices,476
Male,75,No,Yes,Yes,No,0,Nice,95464,39.12334,-122.838198,Yes,1,7,Offer E,Yes,13.63,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,676.7,0.0,0,95.41000000000001,772.11,2,Churned,1,3077,Dissatisfaction,Network reliability,2223
Male,74,No,Yes,Yes,No,0,Alderpoint,95511,40.166028,-123.584144,Yes,1,15,No offer,Yes,45.25,Yes,Yes,Cable,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,0.0,0,678.75,2024.3,1,Churned,1,4981,Competitor,Competitor had better devices,261
Male,76,No,Yes,No,No,0,Bayside,95524,40.825486,-124.049485,No,0,16,No offer,Yes,19.18,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,1281.0,0.0,0,306.88,1587.88,3,Churned,1,2508,Dissatisfaction,Network reliability,1689
Female,75,No,Yes,No,No,0,Loleta,95551,40.665952,-124.240051,No,0,1,Offer E,Yes,29.68,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0,29.68,98.93,2,Churned,1,4371,Attitude,Attitude of support person,1447
Female,74,No,Yes,No,No,0,Rio Dell,95562,40.485849,-124.163234,No,0,1,No offer,No,0.0,No,Yes,Cable,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,25.2,0.0,0,0.0,25.2,1,Churned,1,5688,Competitor,Competitor made better offer,3284
Female,73,No,Yes,No,No,0,Davis,95618,38.544002,-121.685559,No,0,13,No offer,Yes,19.03,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1290.0,0.0,0,247.39000000000001,1537.39,1,Churned,1,2230,Competitor,Competitor made better offer,648
Female,69,No,Yes,No,No,0,Folsom,95630,38.672638,-121.147403,No,0,1,No offer,Yes,20.06,No,Yes,Fiber Optic,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.2,79.2,0.0,0,20.06,99.26,3,Churned,1,4363,Competitor,Competitor made better offer,51855
Female,75,No,Yes,Yes,No,0,Madison,95653,38.674276,-121.961866,Yes,1,34,No offer,Yes,2.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,0.0,0,97.92,3315.4700000000003,1,Churned,1,3369,Competitor,Competitor had better devices,844
Female,65,No,Yes,No,No,0,Pleasant Grove,95668,38.833554,-121.498102,No,0,4,No offer,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.8,442.85,0.0,0,50.72,493.57000000000005,1,Churned,1,2268,Competitor,Competitor had better devices,901
Female,77,No,Yes,No,No,0,Sheridan,95681,38.984756,-121.345074,No,0,2,No offer,Yes,19.27,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,170.85,0.0,0,38.54,209.39,3,Churned,1,4193,Other,Poor expertise of online support,1219
Male,67,No,Yes,No,No,0,Wheatland,95692,39.043387,-121.409837,No,0,9,No offer,Yes,30.8,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,0.0,0,277.2,1009.7,2,Churned,1,5745,Attitude,Attitude of support person,3600
Female,78,No,Yes,No,No,0,Rancho Cordova,95742,38.591134,-121.161585,No,0,5,No offer,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.55,349.65,0.0,0,211.64999999999998,561.3,1,Churned,1,4028,Competitor,Competitor had better devices,299
Male,65,No,Yes,No,No,0,Canyon Dam,95923,40.171312,-121.120605,No,0,22,Offer D,Yes,40.18,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.7,2082.95,0.0,100,883.96,3066.91,1,Churned,1,4458,Competitor,Competitor made better offer,86
Male,74,No,Yes,No,No,0,Dobbins,95935,39.381174,-121.21191,No,0,19,Offer D,Yes,39.97,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.2,1775.8,0.0,0,759.43,2535.23,1,Churned,1,5683,Competitor,Competitor had better devices,614
Male,70,No,Yes,No,No,0,Forest Ranch,95942,40.077028,-121.494168,No,0,15,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,0.0,0,695.7,1842.3500000000001,3,Churned,1,2099,Attitude,Attitude of support person,1351
Male,69,No,Yes,No,No,0,Grass Valley,95949,39.099204,-121.137962,No,0,1,No offer,Yes,11.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0.0,0,11.34,86.04,1,Churned,1,3348,Competitor,Competitor had better devices,17922
Female,76,No,Yes,No,No,0,Nevada City,95959,39.333737,-120.858667,No,0,1,No offer,No,0.0,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,25.8,0.0,20,0.0,45.8,1,Churned,1,3884,Competitor,Competitor had better devices,17269
Male,71,No,Yes,No,No,0,Escondido,92027,33.141265,-116.967221,No,0,10,Offer D,Yes,41.37,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,0.0,0,413.7,1312.05,1,Churned,1,5353,Competitor,Competitor made better offer,48690
Female,76,No,Yes,No,No,0,Fallbrook,92028,33.362575,-117.299644,No,0,3,No offer,Yes,30.14,No,Yes,DSL,6,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.0,127.1,0.0,10,90.42,227.51999999999998,3,Churned,1,4145,Competitor,Competitor made better offer,42239
Male,77,No,Yes,Yes,No,0,Lewiston,96052,40.704293,-122.803899,Yes,1,12,Offer D,Yes,6.97,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,0.0,0,83.64,1033.8400000000001,2,Churned,1,5374,Competitor,Competitor made better offer,1845
Male,74,No,Yes,No,No,0,Palo Cedro,96073,40.582399,-122.195512,No,0,2,No offer,Yes,6.51,No,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,0.0,0,13.02,178.42000000000002,2,Churned,1,2803,Competitor,Competitor made better offer,4931
Male,77,No,Yes,No,No,0,Round Mountain,96084,40.923558,-122.059933,No,0,1,No offer,Yes,49.6,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0.0,10,49.6,148.4,1,Churned,1,3106,Competitor,Competitor made better offer,459
Male,76,No,Yes,Yes,No,0,San Diego,92130,32.957195,-117.202542,Yes,1,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,5,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0.0,0,19.11,1188.4599999999998,1,Churned,1,3861,Competitor,Competitor made better offer,28201
Female,77,No,Yes,No,No,0,San Diego,92130,32.957195,-117.202542,No,0,23,Offer D,Yes,31.17,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,2293.6,0.0,0,716.9100000000001,3010.51,2,Churned,1,2740,Competitor,Competitor made better offer,28201
Female,80,No,Yes,Yes,No,0,San Diego,92130,32.957195,-117.202542,Yes,1,17,Offer D,Yes,36.82,Yes,Yes,Fiber Optic,6,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0.0,0,625.94,2089.3900000000003,1,Churned,1,3209,Competitor,Competitor made better offer,28201
Male,68,No,Yes,No,No,0,San Diego,92130,32.957195,-117.202542,No,0,17,No offer,Yes,40.93,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,770.6,0.0,0,695.81,1466.4099999999999,1,Churned,1,3797,Competitor,Competitor made better offer,28201
Female,79,No,Yes,No,No,0,San Diego,92130,32.957195,-117.202542,No,0,42,No offer,Yes,9.53,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.65,3541.35,0.0,0,400.26,3941.6099999999997,2,Churned,1,4871,Competitor,Competitor made better offer,28201
Male,65,No,Yes,No,No,0,San Diego,92130,32.957195,-117.202542,No,0,1,No offer,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0.0,0,42.3,121.39999999999999,3,Churned,1,5001,Competitor,Competitor made better offer,28201
Male,68,No,Yes,No,No,0,San Diego,92121,32.898613,-117.202937,No,0,1,Offer E,Yes,39.78,No,Yes,Cable,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.15,50.15,0.0,0,39.78,89.93,2,Churned,1,3438,Competitor,Competitor made better offer,4258
Female,72,No,Yes,No,No,0,Hermosa Beach,90254,33.86532,-118.396336,No,0,1,Offer E,Yes,34.51,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,34.51,104.10999999999999,1,Churned,1,3438,Competitor,Competitor had better devices,18693
Female,66,No,Yes,No,No,0,Buena Park,90620,33.845706,-118.012204,No,0,41,No offer,Yes,27.95,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.2,4689.5,0.0,0,1145.95,5835.45,1,Churned,1,3380,Attitude,Attitude of support person,44442
Male,68,No,Yes,No,No,0,Buena Park,90621,33.874224,-117.993368,No,0,13,No offer,Yes,26.11,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.5,1201.15,29.84,140,339.43,1650.7400000000002,1,Churned,1,5394,Competitor,Competitor had better devices,33528
Male,69,No,Yes,Yes,No,0,Long Beach,90813,33.781086,-118.199049,Yes,1,32,No offer,Yes,5.99,Yes,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2642.05,49.57,0,191.68,2784.16,1,Churned,1,4584,Attitude,Attitude of support person,63136
Male,76,No,Yes,Yes,No,0,South Pasadena,91030,34.110444,-118.156957,Yes,1,32,No offer,Yes,49.6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,2661.1,0.0,0,1587.2,4248.3,1,Churned,1,2712,Competitor,Competitor had better devices,23984
Male,70,No,Yes,Yes,No,0,Glendale,91202,34.167926,-118.267539,Yes,1,57,No offer,No,0.0,No,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2572.95,12.07,0,0.0,2560.8799999999997,2,Churned,1,5172,Attitude,Attitude of support person,21990
Male,71,No,Yes,No,No,0,Glendale,91204,34.136306,-118.26036,No,0,1,Offer E,Yes,15.28,No,Yes,Cable,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0.0,0,15.28,60.38,2,Churned,1,4499,Attitude,Attitude of support person,17015
Male,75,No,Yes,No,No,0,Reseda,91335,34.200175,-118.540958,No,0,1,Offer E,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,0.0,0,0.0,43.3,3,Churned,1,4972,Other,Poor expertise of online support,68018
Female,67,No,Yes,No,No,0,Sylmar,91342,34.321621,-118.399841,No,0,38,No offer,Yes,26.1,No,Yes,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0.0,0,991.8000000000001,3242.4500000000003,1,Churned,1,3110,Attitude,Attitude of support person,81986
Female,65,No,Yes,Yes,No,0,Burbank,91502,34.177267,-118.31003,Yes,1,35,No offer,Yes,15.98,Yes,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0.0,0,559.3000000000001,4212.65,1,Churned,1,4745,Attitude,Attitude of support person,11517
Female,80,No,Yes,No,No,0,North Hollywood,91606,34.187599,-118.387125,No,0,1,Offer E,Yes,15.24,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,0.0,0,15.24,60.34,1,Churned,1,2740,Competitor,Competitor had better devices,45358
Male,71,No,Yes,Yes,No,0,Chino,91710,33.990646,-117.663025,Yes,1,30,No offer,Yes,4.65,No,Yes,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,1527.5,0.0,0,139.5,1667.0,3,Churned,1,4795,Attitude,Attitude of support person,75319
Female,70,No,Yes,No,No,0,Claremont,91711,34.127621,-117.717863,No,0,5,Offer E,Yes,12.27,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.4,0.0,0,61.349999999999994,439.75,3,Churned,1,4054,Attitude,Attitude of support person,34716
Male,73,No,Yes,No,No,0,San Diego,92117,32.825086,-117.199424,No,0,1,Offer E,Yes,30.17,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,93.55,0.0,0,30.17,123.72,1,Churned,1,5536,Competitor,Competitor made better offer,51213
Male,78,No,Yes,Yes,No,0,San Diego,92117,32.825086,-117.199424,Yes,1,58,No offer,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1,Churned,1,4739,Competitor,Competitor made better offer,51213
Female,76,No,Yes,No,No,0,San Diego,92117,32.825086,-117.199424,No,0,16,No offer,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.3100000000002,2,Churned,1,5136,Attitude,Attitude of support person,51213
Female,73,No,Yes,No,No,0,San Diego,92117,32.825086,-117.199424,No,0,1,Offer E,Yes,22.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,2,Churned,1,3208,Competitor,Competitor made better offer,51213
Female,68,No,Yes,Yes,No,0,San Diego,92122,32.85723,-117.209774,Yes,1,5,Offer E,Yes,47.28,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,1,Churned,1,4287,Competitor,Competitor made better offer,34902
Male,79,No,Yes,No,No,0,Desert Center,92239,33.889605,-115.257009,No,0,21,No offer,Yes,42.27,No,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,2030.3,10.2,0,887.6700000000001,2907.77,1,Churned,1,4317,Dissatisfaction,Product dissatisfaction,964
Female,67,No,Yes,No,No,0,Escondido,92027,33.141265,-116.967221,No,0,43,No offer,Yes,31.83,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,4600.7,0.0,0,1368.6899999999998,5969.389999999999,1,Churned,1,2833,Competitor,Competitor made better offer,48690
Female,69,No,Yes,Yes,No,0,Fallbrook,92028,33.362575,-117.299644,Yes,1,32,No offer,Yes,33.74,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,2931.0,17.88,0,1079.68,3992.8,3,Churned,1,5247,Competitor,Competitor made better offer,42239
Female,72,No,Yes,No,No,0,Wrightwood,92397,34.358321,-117.618263,No,0,1,Offer E,Yes,18.2,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0.0,0,18.2,88.75,3,Churned,1,2146,Attitude,Attitude of service provider,4253
Male,75,No,Yes,Yes,No,0,Moreno Valley,92555,33.907361,-117.109972,Yes,1,29,No offer,Yes,25.78,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,3,Churned,1,5137,Attitude,Attitude of service provider,12743
Male,67,No,Yes,Yes,No,0,Murrieta,92563,33.581045,-117.14719,Yes,1,13,No offer,Yes,31.7,Yes,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,412.09999999999997,1597.66,1,Churned,1,2982,Competitor,Competitor had better devices,18311
Male,72,No,Yes,Yes,No,0,Nuevo,92567,33.82769,-117.102244,Yes,1,7,No offer,Yes,8.92,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,3,Churned,1,4969,Attitude,Attitude of service provider,7344
Female,68,No,Yes,No,No,0,Irvine,92606,33.703976,-117.824172,No,0,2,No offer,Yes,21.57,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0.0,0,43.14,222.39,1,Churned,1,3685,Competitor,Competitor had better devices,17621
Female,68,No,Yes,No,No,0,Corona Del Mar,92625,33.600987,-117.862734,No,0,1,No offer,Yes,43.61,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,3,Churned,1,2371,Attitude,Attitude of service provider,13422
Male,75,No,Yes,Yes,No,0,Midway City,92655,33.744439,-117.98588,Yes,1,7,No offer,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,467.55,20.23,0,112.35000000000001,559.67,2,Churned,1,3669,Attitude,Attitude of service provider,8660
Male,74,No,Yes,Yes,No,0,Newport Beach,92661,33.601309,-117.902304,Yes,1,57,No offer,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,2,Churned,1,6259,Attitude,Attitude of support person,4242
Female,78,No,Yes,Yes,No,0,Newport Beach,92663,33.62251,-117.927024,Yes,4,1,No offer,Yes,17.35,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0.0,0,17.35,118.15,1,Churned,1,3128,Attitude,Attitude of service provider,22133
Male,66,No,Yes,Yes,No,0,Santa Ana,92706,33.765893,-117.881533,Yes,2,17,No offer,Yes,1.05,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,1,Churned,1,3266,Competitor,Competitor had better devices,37879
Female,73,No,Yes,No,No,0,Oak View,93022,34.404544,-119.302118,No,0,3,No offer,Yes,18.38,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,0.0,0,55.14,276.09,2,Churned,1,3561,Attitude,Attitude of service provider,6503
Male,79,No,Yes,Yes,No,0,Santa Barbara,93101,34.419203,-119.710008,Yes,1,66,Offer A,Yes,28.86,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,0.0,0,1904.76,8726.91,1,Churned,1,4479,Competitor,Competitor had better devices,31727
Male,69,No,Yes,Yes,No,0,Santa Barbara,93110,34.437945,-119.77191,Yes,1,69,Offer A,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,0.0,0,3372.7200000000003,10690.92,3,Churned,1,4708,Attitude,Attitude of service provider,15757
Female,65,No,Yes,Yes,No,0,Temecula,92592,33.507255,-117.029473,Yes,2,15,No offer,Yes,44.13,Yes,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,3,Churned,1,2596,Competitor,Competitor made better offer,46171
Female,68,No,Yes,No,No,0,Terra Bella,93270,35.939068,-119.043666,No,0,56,No offer,Yes,34.58,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,0.0,0,1936.48,7447.129999999999,3,Churned,1,5605,Attitude,Attitude of service provider,5868
Female,79,No,Yes,No,No,0,Temecula,92592,33.507255,-117.029473,No,0,21,No offer,Yes,21.15,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0.0,0,444.15,2417.9,2,Churned,1,4819,Competitor,Competitor made better offer,46171
Female,80,No,Yes,No,No,0,Bradley,93426,35.842889,-121.004862,No,0,1,No offer,Yes,47.97,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,0.0,0,47.97,118.12,2,Churned,1,2825,Competitor,Competitor made better offer,1363
Male,77,No,Yes,Yes,No,0,Nipomo,93444,35.050345,-120.489599,Yes,3,32,No offer,Yes,7.92,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,0.0,0,253.44,3774.19,2,Churned,1,4113,Other,Moved,15405
Female,65,No,Yes,Yes,No,0,Lee Vining,93541,37.890145,-119.184087,Yes,1,40,No offer,Yes,49.5,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.55,3640.45,0.0,0,1980.0,5620.45,1,Churned,1,5676,Competitor,Competitor had better devices,504
Male,66,No,Yes,No,No,0,Palmdale,93591,34.598221,-117.79593,No,0,2,No offer,No,0.0,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,47.5,0.0,0,0.0,47.5,3,Churned,1,5573,Competitor,Competitor offered more data,6787
Male,75,No,Yes,No,No,0,Clovis,93612,36.814539,-119.711868,No,0,7,No offer,Yes,39.51,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0.0,0,276.57,823.52,3,Churned,1,2015,Competitor,Competitor made better offer,33856
Female,74,No,Yes,No,No,0,Cutler,93615,36.497895,-119.285484,No,0,31,No offer,Yes,39.36,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,3,Churned,1,5362,Competitor,Competitor made better offer,5519
Female,80,No,Yes,No,No,0,Dunlap,93621,36.789213,-119.140338,No,0,14,No offer,Yes,29.96,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.85,1531.4,0.0,0,419.44,1950.8400000000001,1,Churned,1,2292,Dissatisfaction,Product dissatisfaction,506
Male,74,No,Yes,No,No,0,Fowler,93625,36.625792,-119.672483,No,0,15,No offer,Yes,23.53,Yes,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1133.9,43.31,0,352.95000000000005,1443.5400000000002,1,Churned,1,4553,Competitor,Competitor had better devices,5635
Male,70,No,Yes,Yes,No,0,South Dos Palos,93665,36.959731,-120.653519,No,0,59,No offer,Yes,10.78,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.639999999999,2,Churned,1,5390,Price,Price too high,343
Male,76,No,Yes,Yes,No,0,Tranquillity,93668,36.635661,-120.288644,Yes,3,46,No offer,Yes,49.11,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.619999999999,1,Churned,1,5712,Dissatisfaction,Product dissatisfaction,1130
Female,72,No,Yes,No,No,0,Jolon,93928,35.930782,-121.189757,No,0,25,No offer,Yes,36.36,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.7,2187.55,23.33,0,909.0,3073.2200000000003,3,Churned,1,4078,Dissatisfaction,Poor expertise of online support,254
Female,66,No,Yes,No,No,0,Lockwood,93932,35.989792,-121.055933,No,0,16,No offer,Yes,32.11,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,3,Churned,1,2688,Dissatisfaction,Poor expertise of phone support,538
